Complaint Type,Date,Time,Latitude,Longitude,Descriptor,Borough
Noise - Street/Sidewalk,9/23/2019,21:58:19,40.83419169,-73.94852608,Loud Talking,Manhattan
Noise - Residential,9/24/2019,0:39:04,40.79834699,-73.96721948,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,22:35:54,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/23/2019,20:52:45,40.80596349,-73.94523553,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,20:52:05,40.85222228,-73.92898187,Loud Music/Party,Manhattan
Noise - Commercial,9/22/2019,21:14:01,40.69161179,-73.93974737,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,21:15:47,40.75394,-73.88296968,Loud Music/Party,Queens
Noise - Commercial,9/23/2019,23:33:33,40.83881118,-73.93767696,Loud Music/Party,Manhattan
Noise - Vehicle,9/23/2019,12:43:03,40.6479491,-73.96184107,Car/Truck Music,Brooklyn
Noise - Residential,9/23/2019,16:48:32,40.68844537,-73.87592706,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:06:57,40.74746247,-73.85636449,Loud Music/Party,Queens
Noise - Residential,9/22/2019,19:51:51,40.75499533,-73.94865586,Loud Music/Party,Queens
Noise - Residential,9/23/2019,0:52:28,40.85373916,-73.91920948,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,22:01:17,40.69725221,-73.90337269,Loud Music/Party,Queens
Noise - Residential,9/22/2019,19:57:51,40.84492119,-73.93327985,Loud Music/Party,Manhattan
Noise - Commercial,9/22/2019,22:09:09,40.72829069,-73.98191679,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,6:58:57,40.83320529,-73.94062013,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,15:19:09,40.77860733,-73.98162149,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,22:46:02,40.85407302,-73.90360756,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,19:20:15,40.61030077,-73.95952155,Loud Music/Party,Brooklyn
Noise - Park,9/22/2019,19:30:14,40.65412,-73.96380171,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,20:27:36,40.84754647,-73.9356483,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,19:36:26,40.73111903,-73.99368576,Loud Television,Manhattan
Noise - Residential,9/22/2019,14:53:30,40.68592385,-73.82400972,Loud Music/Party,Queens
Noise - Residential,9/23/2019,23:26:36,40.65119546,-73.95253777,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,18:01:49,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,3:14:53,40.6832366,-73.92428714,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,9:12:22,40.72238703,-73.80952604,Car/Truck Horn,Queens
Noise - Vehicle,9/23/2019,22:44:48,40.66107148,-73.93136601,Car/Truck Music,Brooklyn
Noise - Park,9/23/2019,22:28:38,40.65384051,-73.89668895,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/24/2019,0:17:51,40.63969072,-73.99383854,Loud Talking,Brooklyn
Noise - Vehicle,10/26/2019,20:13:05,40.84881397,-73.93466031,Car/Truck Music,Manhattan
Noise - Residential,9/22/2019,18:36:50,40.76325158,-73.99036885,Loud Music/Party,Manhattan
Noise - Vehicle,9/22/2019,22:27:29,40.66923834,-73.89033869,Car/Truck Music,Brooklyn
Noise - Commercial,9/22/2019,21:14:44,40.72148855,-73.95833205,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,19:36:27,40.68099595,-73.85473739,Loud Music/Party,Queens
Noise - Residential,10/27/2019,3:40:00,40.82228216,-73.87864386,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,21:36:05,40.72148855,-73.95833205,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,20:15:47,40.66957638,-73.9573335,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,19:28:33,40.82337577,-73.86492637,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,12:35:45,40.77665848,-73.98108405,Banging/Pounding,Manhattan
Noise - Commercial,9/22/2019,21:14:01,40.69161179,-73.93974737,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,11:59:25,40.72692684,-73.94719825,Car/Truck Music,Brooklyn
Noise - Park,9/22/2019,21:10:26,40.82033266,-73.9264796,Loud Music/Party,Bronx
Noise - Commercial,9/22/2019,20:08:08,40.6890994,-73.99266568,Banging/Pounding,Brooklyn
Noise - Vehicle,9/23/2019,15:32:33,40.68318496,-73.94443498,Car/Truck Music,Brooklyn
Noise - Residential,11/5/2019,17:13:46,40.59876782,-73.75732577,Banging/Pounding,Queens
Noise - Residential,10/20/2019,11:13:37,40.61345912,-74.03489401,Banging/Pounding,Brooklyn
Noise - Vehicle,9/23/2019,22:47:27,40.8048796,-73.90708866,Car/Truck Music,Bronx
Noise - Vehicle,9/22/2019,15:41:45,40.57628992,-73.96811322,Engine Idling,Brooklyn
Noise - Street/Sidewalk,9/22/2019,22:47:43,40.84133063,-73.91576584,Loud Talking,Bronx
Noise - Street/Sidewalk,9/23/2019,20:35:22,40.81974688,-73.93858721,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,10/19/2019,2:20:45,40.82388687,-73.94041166,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,15:30:02,40.64640959,-74.01098364,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,7:57:04,40.79557631,-73.97298501,Car/Truck Horn,Manhattan
Noise - Street/Sidewalk,9/22/2019,19:02:35,40.8906892,-73.86223975,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,21:37:51,40.8146773,-73.91659797,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/22/2019,22:12:20,40.85166114,-73.9228086,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,12:42:52,40.8146773,-73.91659797,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/22/2019,21:57:43,40.82502279,-73.87737784,Loud Music/Party,Bronx
Noise - Residential,9/24/2019,1:50:55,40.75279812,-73.87256242,Loud Music/Party,Queens
Noise - Vehicle,9/22/2019,22:41:48,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Residential,9/24/2019,2:43:18,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,12:07:14,40.85828806,-73.8903921,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/22/2019,20:57:18,40.85760772,-73.89983561,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,21:15:36,40.84304311,-73.9369104,Loud Music/Party,Manhattan
Noise - Residential,10/27/2019,11:21:19,40.87974756,-73.86345216,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/22/2019,14:54:26,40.67467124,-73.94010155,Loud Talking,Brooklyn
Noise - Park,9/22/2019,22:42:21,40.8710471,-73.89821721,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,21:29:41,40.62396722,-74.0816039,Loud Talking,Staten Island
Noise - Residential,9/22/2019,22:35:28,40.66360777,-73.92287844,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,15:59:13,40.81783963,-73.95760334,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/23/2019,21:35:58,40.66236595,-73.95070599,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,14:43:56,40.66033522,-73.95870545,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,22:12:56,40.65237396,-73.95500919,Banging/Pounding,Brooklyn
Noise - Vehicle,9/22/2019,22:37:05,40.86304898,-73.92291469,Car/Truck Music,Manhattan
Noise - Residential,9/22/2019,23:24:25,40.66724145,-73.93561319,Banging/Pounding,Brooklyn
Noise - Vehicle,9/22/2019,18:10:48,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Residential,9/22/2019,16:28:00,40.53876418,-74.15506674,Loud Music/Party,Staten Island
Noise - Street/Sidewalk,9/22/2019,21:32:36,40.68425084,-73.86568773,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,0:42:50,40.86309839,-73.92292186,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,22:09:26,40.87283464,-73.87648696,Banging/Pounding,Bronx
Noise - Park,9/23/2019,23:12:12,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,20:31:12,40.81330316,-73.90709857,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,19:26:49,40.82490036,-73.91520129,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/23/2019,15:24:14,40.71073706,-73.95762458,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/22/2019,22:05:29,40.81976407,-73.95161908,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,18:24:57,40.83778102,-73.94685729,Banging/Pounding,Manhattan
Noise - Residential,10/12/2019,2:24:20,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Vehicle,9/23/2019,8:48:02,40.63455516,-73.97384644,Car/Truck Horn,Brooklyn
Noise - Vehicle,9/22/2019,20:24:24,40.68101243,-73.85474456,Car/Truck Music,Queens
Noise - Residential,9/22/2019,22:18:38,40.66188055,-73.94556648,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,23:56:39,40.63991675,-73.94548351,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,17:47:41,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,20:52:01,40.84401825,-73.90583406,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,11:26:45,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/22/2019,20:53:04,40.8197808,-73.95226218,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/24/2019,0:04:19,40.69677674,-73.78376737,Loud Talking,Queens
Noise - Residential,9/23/2019,21:37:51,40.8146773,-73.91659797,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/23/2019,22:42:24,40.7428388,-73.91591202,Loud Music/Party,Queens
Noise - Residential,9/23/2019,8:14:13,40.83490034,-73.89032222,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,18:05:31,40.70024227,-73.90794857,Loud Music/Party,Queens
Noise - Helicopter,9/23/2019,22:48:05,40.69926886,-73.99431269,Other,Brooklyn
Noise - Residential,9/23/2019,23:45:46,40.57454006,-73.99088562,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/23/2019,22:46:19,40.59599554,-73.74218707,Loud Talking,Queens
Noise - Residential,9/22/2019,21:18:08,40.82777693,-73.91534939,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/22/2019,23:01:18,40.73646808,-73.9018508,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,18:37:41,40.86853528,-73.91840692,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,19:21:09,40.6752129,-73.9191842,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,23:03:21,40.67733946,-73.90740695,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,13:27:44,40.72195913,-73.80969682,Loud Talking,Queens
Noise - Street/Sidewalk,9/22/2019,16:06:57,40.68808584,-73.95395744,Loud Talking,Brooklyn
Noise - Residential,9/22/2019,11:38:28,40.65818643,-73.88063635,Banging/Pounding,Brooklyn
Noise - Commercial,9/23/2019,18:32:32,40.75494638,-73.99998195,Banging/Pounding,Manhattan
Noise - Commercial,9/22/2019,16:38:41,40.78305581,-73.94487522,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,16:26:12,40.71271446,-73.98379673,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/22/2019,22:01:58,40.59496261,-73.93506355,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,19:51:52,40.75894564,-73.86011542,Loud Talking,Queens
Noise - Vehicle,9/22/2019,15:56:23,40.69950834,-73.9297865,Car/Truck Horn,Brooklyn
Noise - Residential,9/23/2019,0:11:20,40.77033307,-73.91997134,Loud Music/Party,Queens
Noise - Residential,10/12/2019,12:02:00,40.68612377,-73.91223,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,20:24:29,40.5794838,-73.99821803,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/24/2019,1:33:24,40.69720339,-73.93560949,Loud Music/Party,Brooklyn
Noise - Residential,11/12/2019,0:25:33,40.84864071,-73.90297205,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/23/2019,20:35:22,40.81974688,-73.93858721,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,21:10:38,40.8687265,-73.92105692,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,12:55:24,40.69460843,-73.92898027,Loud Talking,Brooklyn
Noise - Residential,10/2/2019,18:24:56,40.85705837,-73.90256212,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,0:11:20,40.77033307,-73.91997134,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,0:16:35,40.84020961,-73.91416985,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,17:10:21,40.80550805,-73.94008134,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,18:45:24,40.85082734,-73.88415108,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,23:51:34,40.83403343,-73.89672355,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/22/2019,16:04:13,40.69701838,-73.96472326,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,19:22:25,40.59787094,-73.94911157,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/22/2019,20:53:45,40.66917217,-73.97304342,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,21:25:26,40.69413163,-73.90697974,Loud Music/Party,Brooklyn
Noise - Commercial,10/4/2019,13:49:54,40.74453412,-73.91843247,Loud Talking,Queens
Noise - Residential,11/8/2019,20:43:45,40.63178044,-73.88490242,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,22:55:02,40.68737164,-73.78590365,Loud Talking,Queens
Noise - Residential,10/25/2019,20:24:20,40.86587675,-73.8596121,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,12:55:02,40.69460843,-73.92898027,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,22:38:13,40.72236784,-73.80788821,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,12:18:45,40.680844,-73.94512196,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,18:01:49,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Commercial,9/22/2019,18:32:44,40.6749556,-73.95588442,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,16:53:33,40.86225027,-73.92291562,Banging/Pounding,Manhattan
Noise - Residential,11/15/2019,11:21:34,40.65787252,-73.92081988,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,23:52:50,40.74011925,-73.99925662,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,23:05:24,40.84096775,-73.91133903,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,18:40:23,40.81976407,-73.95161908,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,19:35:40,40.86998761,-73.89511297,Loud Music/Party,Bronx
Noise - Residential,10/19/2019,22:20:49,40.70641479,-73.93081437,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,23:42:54,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Commercial,9/22/2019,13:43:42,40.83376793,-73.94615944,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,20:27:36,40.84754647,-73.9356483,Banging/Pounding,Manhattan
Noise - Street/Sidewalk,9/22/2019,21:29:43,40.84096775,-73.91133903,Loud Music/Party,Bronx
Noise - Residential,9/24/2019,0:05:11,40.63925499,-73.95791498,Loud Music/Party,Brooklyn
Noise - Commercial,10/27/2019,5:36:10,40.6982463,-73.9805437,Loud Music/Party,Brooklyn
Noise - Commercial,11/14/2019,0:42:52,40.84895293,-73.9328746,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,19:23:16,40.84563723,-73.93271168,Loud Music/Party,Manhattan
Noise - Park,9/22/2019,16:02:55,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,21:26:14,40.68277467,-73.91525583,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,21:47:01,40.75394,-73.88296968,Loud Music/Party,Queens
Noise - Residential,9/22/2019,19:39:58,40.69896384,-73.91980817,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,21:09:39,40.74268834,-74.0003717,Loud Talking,Manhattan
Noise - Residential,9/22/2019,19:41:41,40.73028909,-73.98334505,Banging/Pounding,Manhattan
Noise - Vehicle,9/22/2019,22:37:34,40.84897036,-73.91369588,Car/Truck Music,Bronx
Noise - Vehicle,9/23/2019,1:19:44,40.81823824,-73.85414156,Car/Truck Music,Bronx
Noise - Vehicle,10/4/2019,9:06:22,40.72195913,-73.80969682,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,20:14:33,40.81976994,-73.89762363,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,22:40:12,40.86425024,-73.89709962,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,20:53:54,40.84798737,-73.90617181,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,14:00:14,40.65084761,-73.9619187,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,21:31:05,40.68425084,-73.86568773,Engine Idling,Queens
Noise - Street/Sidewalk,9/22/2019,13:09:31,40.67815146,-73.97842246,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,13:10:21,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Vehicle,9/22/2019,20:24:24,40.68101243,-73.85474456,Car/Truck Music,Queens
Noise - Vehicle,11/18/2019,16:39:56,40.71871595,-73.80382951,Car/Truck Horn,Queens
Noise - Residential,9/23/2019,19:39:21,40.64434874,-74.0030377,Loud Music/Party,Brooklyn
Noise - Commercial,9/23/2019,8:48:24,40.63873994,-74.01694918,Banging/Pounding,Brooklyn
Noise - Vehicle,9/23/2019,21:11:31,40.75232281,-73.8626053,Car/Truck Music,Queens
Noise - Street/Sidewalk,9/22/2019,22:45:41,40.82502279,-73.87737784,Loud Music/Party,Bronx
Noise - Residential,11/30/2019,18:35:30,40.59869452,-74.00591641,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,1:59:49,40.65402232,-73.95190867,Banging/Pounding,Brooklyn
Noise - Residential,9/23/2019,7:13:17,40.85379696,-73.90500327,Loud Music/Party,Bronx
Noise - Street/Sidewalk,10/13/2019,1:28:16,40.68194079,-73.91597799,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,22:47:43,40.83103171,-73.90424441,Banging/Pounding,Bronx
Noise - Commercial,9/22/2019,20:20:40,40.67886149,-73.96397936,Loud Music/Party,Brooklyn
Noise - Commercial,10/12/2019,5:42:55,40.68234928,-73.96145363,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/23/2019,19:35:24,40.80444923,-73.95336042,Loud Talking,Manhattan
Noise - Street/Sidewalk,9/22/2019,18:30:34,40.81935825,-73.91828295,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,23:05:39,40.6946491,-73.90878931,Loud Music/Party,Brooklyn
Noise - Vehicle,9/22/2019,22:40:11,40.73009935,-73.81090754,Car/Truck Horn,Queens
Noise - Street/Sidewalk,9/22/2019,19:36:01,40.70729918,-73.95389367,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,21:18:08,40.82777693,-73.91534939,Banging/Pounding,Bronx
Noise - Street/Sidewalk,9/23/2019,22:44:54,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Residential,10/13/2019,0:33:46,40.70387351,-73.91134464,Loud Music/Party,Queens
Noise - Vehicle,9/23/2019,12:43:03,40.6479491,-73.96184107,Car/Truck Music,Brooklyn
Noise - Street/Sidewalk,9/22/2019,22:40:12,40.86425024,-73.89709962,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,3:14:53,40.6832366,-73.92428714,Loud Music/Party,Brooklyn
Noise - Vehicle,9/23/2019,1:53:46,40.84247695,-73.93555562,Car/Truck Music,Manhattan
Noise - Street/Sidewalk,9/24/2019,0:26:33,40.73608233,-73.84960882,Loud Talking,Queens
Noise - Residential,9/23/2019,1:30:01,40.70224026,-73.81964236,Loud Music/Party,Queens
Noise - Residential,9/23/2019,20:53:07,40.6682368,-73.84936167,Loud Music/Party,Queens
Noise - Residential,9/23/2019,21:55:12,40.75011283,-73.99632948,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,19:02:28,40.74536371,-73.7532767,Banging/Pounding,Queens
Noise - Commercial,9/23/2019,23:56:10,40.67457993,-73.95006607,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,18:36:37,40.68218676,-73.8360367,Loud Music/Party,Queens
Noise - Residential,9/22/2019,22:49:00,40.71974715,-73.74461965,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/24/2019,0:26:33,40.73608233,-73.84960882,Loud Talking,Queens
Noise - Street/Sidewalk,9/22/2019,21:55:41,40.86326314,-73.92302652,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,18:11:15,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,9/23/2019,15:43:58,40.85567264,-73.92941921,Banging/Pounding,Manhattan
Noise - Commercial,9/22/2019,19:26:53,40.63098294,-74.10216602,Loud Music/Party,Staten Island
Noise - Park,9/23/2019,13:39:52,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,7:26:26,40.79698218,-73.93370352,Loud Talking,Manhattan
Noise - Residential,9/22/2019,22:37:30,40.83166976,-73.92875447,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,22:23:21,40.71324863,-73.74264617,Loud Talking,Queens
Noise - Residential,9/23/2019,19:39:07,40.78356113,-73.94548506,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/24/2019,0:41:16,40.65736368,-73.88398968,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,20:24:29,40.5794838,-73.99821803,Loud Music/Party,Brooklyn
Noise - Residential,9/23/2019,1:24:23,40.67830372,-74.01297179,Loud Talking,Brooklyn
Noise - Street/Sidewalk,9/23/2019,1:17:36,40.81823824,-73.85414156,Loud Music/Party,Bronx
Noise - Commercial,9/23/2019,9:33:55,40.65369463,-73.96402178,Banging/Pounding,Brooklyn
Noise - Residential,9/22/2019,17:13:06,40.66107897,-73.95847431,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/24/2019,0:16:36,40.82416166,-73.95297806,Loud Talking,Manhattan
Noise - Vehicle,9/23/2019,15:30:57,40.60059358,-73.97274341,Car/Truck Horn,Brooklyn
Noise - Residential,9/22/2019,14:31:33,40.84281084,-73.89351136,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,20:13:32,40.81067333,-73.91740495,Banging/Pounding,Bronx
Noise - Residential,9/23/2019,0:48:03,40.79013851,-73.9709757,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,18:45:41,40.68799288,-73.81836838,Loud Music/Party,Queens
Noise - Residential,9/24/2019,0:13:20,40.8699977,-73.89118994,Banging/Pounding,Bronx
Noise - Residential,9/22/2019,17:44:32,40.84066617,-73.93688374,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,21:01:56,40.83801955,-73.94070257,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,21:43:14,40.82403099,-73.94903618,Loud Music/Party,Manhattan
Noise - Residential,9/23/2019,20:16:41,40.84754647,-73.9356483,Banging/Pounding,Manhattan
Noise - Helicopter,9/23/2019,22:48:05,40.69926886,-73.99431269,Other,Brooklyn
Noise - Street/Sidewalk,9/23/2019,5:31:52,40.66181349,-73.99118727,Loud Talking,Brooklyn
Noise - Residential,9/23/2019,1:24:45,40.62512703,-73.99884363,Loud Music/Party,Brooklyn
Noise - Park,9/22/2019,23:36:41,40.7786329,-73.9625461,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,16:05:06,40.73756937,-74.00147948,Loud Music/Party,Manhattan
Noise - Residential,9/22/2019,21:37:50,40.71261655,-73.93797531,Loud Music/Party,Brooklyn
Noise - Street/Sidewalk,9/22/2019,18:36:47,40.64235421,-73.97934207,Loud Music/Party,Brooklyn
Noise - Helicopter,9/23/2019,4:21:52,40.71124428,-74.00539616,NYPD,Manhattan
Noise - Vehicle,9/22/2019,22:11:23,40.80275382,-73.95544213,Car/Truck Music,Manhattan
Noise - Residential,10/26/2019,22:49:36,40.71276475,-73.82031006,Banging/Pounding,Queens
Noise - Residential,10/19/2019,20:17:24,40.74857897,-73.89987322,Loud Music/Party,Queens
Noise - Street/Sidewalk,9/23/2019,16:14:48,40.77860733,-73.98162149,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/23/2019,22:17:41,40.86280046,-73.92480939,Loud Talking,Manhattan
Noise - Commercial,9/23/2019,0:26:35,40.82101033,-73.89737604,Car/Truck Music,Bronx
Noise - Street/Sidewalk,9/24/2019,2:10:34,40.83634934,-73.88726252,Loud Talking,Bronx
Noise - Street/Sidewalk,9/22/2019,21:01:00,40.69322877,-73.96784453,Loud Music/Party,Brooklyn
Noise - Residential,9/22/2019,16:28:26,40.61899486,-73.99156034,Banging/Pounding,Brooklyn
Noise - Street/Sidewalk,9/23/2019,21:29:01,40.82403012,-73.9269922,Loud Music/Party,Bronx
Noise - Residential,9/23/2019,20:40:44,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,16:14:57,40.67232223,-73.95304185,Loud Music/Party,Brooklyn
Noise - Residential,10/28/2019,22:53:03,40.63673744,-73.89943933,Banging/Pounding,Brooklyn
Noise - Vehicle,9/22/2019,15:24:22,40.68682972,-73.86701666,Car/Truck Music,Queens
Noise - Commercial,9/22/2019,22:47:40,40.743898,-73.85713364,Loud Music/Party,Queens
Noise - Residential,9/23/2019,1:59:49,40.65402232,-73.95190867,Banging/Pounding,Brooklyn
Noise - Residential,10/3/2019,20:31:07,40.81476626,-73.86788457,Loud Music/Party,Bronx
Noise - Residential,9/22/2019,21:44:26,40.76966917,-73.87175033,Loud Talking,Queens
Noise - Residential,9/22/2019,14:47:05,40.63445036,-74.11854297,Banging/Pounding,Staten Island
Noise - Street/Sidewalk,9/22/2019,17:19:18,40.82737358,-73.87604018,Loud Talking,Bronx
Noise - Vehicle,9/23/2019,7:57:04,40.79557631,-73.97298501,Car/Truck Horn,Manhattan
Noise - Residential,9/22/2019,19:34:13,40.72668977,-73.81908191,Loud Music/Party,Queens
Noise - Residential,9/23/2019,8:51:42,40.75940015,-73.96147401,Banging/Pounding,Manhattan
Noise - Residential,9/22/2019,12:33:56,40.72195913,-73.80969682,Loud Talking,Queens
Noise - Residential,9/22/2019,18:04:00,40.83318637,-73.87056909,Loud Music/Party,Bronx
Noise - Street/Sidewalk,9/22/2019,20:19:06,40.85153916,-73.92948143,Loud Talking,Manhattan
Noise - Residential,11/24/2019,5:18:23,40.86882673,-73.8922657,Loud Music/Party,Bronx
Noise - Commercial,9/22/2019,21:01:29,40.86416104,-73.92360032,Loud Music/Party,Manhattan
Noise - Street/Sidewalk,9/22/2019,21:49:53,40.62396722,-74.0816039,Loud Talking,Staten Island
Noise - Residential,9/22/2019,14:11:11,40.84771071,-73.89117941,Loud Music/Party,Bronx
Noise - Residential,10/19/2019,20:23:56,40.70391306,-73.8874937,Loud Music/Party,Queens
